10 sample budget per strata,,,,,,,,,,,,,,,
0.5 percentile,0.00384263292688,0.00396964815075,0.00368694438619,0.00400887269333,0.00563797252314,0.00549196590068,0.00542288378302,0.00549365633573,0.00542124962027,0.00555753121815,0.00546386150453,0.00561513487346,0.00558553639166,0.00614395616333,0.00806642336181
0.75 percentile,0.00666736251971,0.00682494895508,0.00643364595476,0.00679003249351,0.00985365440609,0.00947419398793,0.00938662860078,0.00959589925114,0.00939389449743,0.00956064483231,0.00973905959264,0.00984308947158,0.00957392266325,0.0106715749674,0.0139247953938
0.91 percentile,0.0101780212894,0.0103575470569,0.00985337320562,0.0104562821653,0.0152314164666,0.0146663481198,0.0145620218616,0.0149751426419,0.0141671187264,0.0145705059888,0.0151597017036,0.0145168898968,0.0150260400173,0.0161770606241,0.0218688980015
100 sample budget per strata,,,,,,,,,,,,,,,
,SEBM*,SEBM,Ney,SECM,Simple,SECM-W,SEBM**,SEBM-W,Ney-W,Hoeffding,Audibert,Maurer,Burgess,Random,Simple-W
0.09 percentile,0.000116744427947,0.000121336591136,8.1286016802E-05,0.000136399397699,0.000236449026033,0.000636850883585,0.000632386155924,0.000680754753892,0.000657938325888,0.000649029201759,0.000619859954485,0.000680406278875,0.000594144270816,0.00074150837092,0.00105915507933
0.25 percentile,0.000385991681308,0.00042237711707,0.000298822076193,0.000397497732126,0.000729659052557,0.001758421023,0.00176154976274,0.00185837687059,0.0017444987029,0.0018278581662,0.00180976489989,0.00193778416988,0.00177108325136,0.00207314536165,0.00270478575028
0.5 percentile,0.000991810002184,0.00102961073793,0.000810713992595,0.00100441813514,0.00170355895952,0.00380445489544,0.00379949013741,0.00386209609049,0.0037713834643,0.00385518249136,0.00396390201518,0.00401502678431,0.0039677038012,0.00436685107489,0.00575982393074
0.75 percentile,0.00199072888902,0.00204874735127,0.00169399137442,0.00199202776475,0.00321207929963,0.00670922210984,0.00671829236954,0.00658796718008,0.00656878044395,0.00664697484699,0.00688077381745,0.00701666928955,0.00689698780572,0.00747350995688,0.0100186063529
0.91 percentile,0.00343482446738,0.00351233140712,0.00308461270892,0.00350807806132,0.005557612524,0.0102776964,0.0103315144235,0.00995840759784,0.0101006080514,0.0103246816298,0.0105260370656,0.0103290413186,0.0104024014189,0.0113332527557,0.0154659123488
150 sample budget per strata,,,,,,,,,,,,,,,
,SEBM*,SEBM,Ney,SECM,Simple,SECM-W,SEBM**,SEBM-W,Ney-W,Hoeffding,Audibert,Maurer,Burgess,Random,Simple-W
0.09 percentile,4.58535924545E-05,4.74666112502E-05,3.18129080396E-05,6.47672298149E-05,0.000126706727629,0.000695554212997,0.000725448205883,0.000708781340772,0.000680202868957,0.00072940214243,0.000678144189209,0.000684942688896,0.000695812933667,0.00077631033941,0.00111938420481
0.25 percentile,0.000181613862599,0.000192727930957,0.000145165711344,0.000208575026042,0.000403867507548,0.00198255695079,0.00198498542637,0.00198244734804,0.00196278935024,0.00206401786263,0.00197572116726,0.00197564164736,0.00207636294946,0.00213655732248,0.0029603125937
0.5 percentile,0.000496813502441,0.000541660601611,0.000425058401823,0.00053934601909,0.000968013101152,0.00414898985951,0.0041411778437,0.00425386140966,0.00412493148609,0.00427698069032,0.00425371935053,0.00423464735309,0.00441237771718,0.00437079559763,0.00620114735116
0.75 percentile,0.0011007826752,0.00117122146678,0.000954973455953,0.00116365063716,0.00194456409223,0.00736703210091,0.00732886195779,0.00732022901583,0.00709093376861,0.00733172730087,0.00739565786963,0.00736008521673,0.00747955376518,0.0076219790009,0.0108178633571
0.91 percentile,0.00208620162265,0.0020842126995,0.00182045314389,0.00206325365224,0.00346532683323,0.0112916958641,0.0110886274658,0.0110975018936,0.0107408704413,0.0111012332943,0.0111405481859,0.011163411167,0.0113809883159,0.0117195421434,0.0163350304413
